Level	Date and Time	Source	Event ID	Task Category
Information	21-07-2019 21:57:59	McAfee Service Controller	1	None	The msk80service MMS Service entered the running state.
Information	21-07-2019 21:57:58	McAfee Service Controller	1	None	The mmscom MMS Service entered the running state.
Information	21-07-2019 21:57:57	McAfee Service Controller	1	None	The mcproxy MMS Service entered the running state.
Information	21-07-2019 21:57:56	McAfee Service Controller	1	None	The mcpltsvc MMS Service entered the running state.
Information	21-07-2019 21:57:55	McAfee Service Controller	1	None	The mcbootdelaystartsvc MMS Service entered the running state.
Information	21-07-2019 21:57:54	Service Control Manager	7040	None	The start type of the McAfee Validation Trust Protection Service service was changed from disabled to demand start.
Information	21-07-2019 21:57:55	McAfee Service Controller	1	None	The homenetsvc MMS Service entered the running state.
Information	21-07-2019 21:57:52	McAfee Service Controller	1	None	The mfefire MMS Service entered the running state.
Information	21-07-2019 21:57:52	McAfee Service Controller	1	None	The mfecore MMS Service entered the running state.
Information	21-07-2019 21:57:51	McAfee Service Controller	1	None	The mfeavsvc MMS Service entered the running state.
Information	21-07-2019 21:57:50	McAfee Service Controller	1	None	The mfevtp MMS Service entered the running state.
Error	21-07-2019 21:57:19	Service Control Manager	7000	None	"The Dell Hardware Support service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error	21-07-2019 21:57:19	Service Control Manager	7009	None	A timeout was reached (30000 milliseconds) while waiting for the Dell Hardware Support service to connect.
Information	21-07-2019 21:56:35	Service Control Manager	7040	None	The start type of the McAfee Service Controller service was changed from disabled to auto start.
Information	21-07-2019 21:56:34	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  McAfee Temporary Installer Service
Service File Name:  ""C:\Program Files\Common Files\McAfee\VSCore_19_3\VSC5CC7.tmp\VSCore\mfehidin.exe"" -service mfemms
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	21-07-2019 21:56:34	Service Control Manager	7040	None	The start type of the McAfee Service Controller service was changed from auto start to disabled.
Information	21-07-2019 21:56:16	Service Control Manager	7040	None	The start type of the McAfee Validation Trust Protection Service service was changed from demand start to disabled.
Information	21-07-2019 21:56:16	Service Control Manager	7040	None	The start type of the McAfee Activation Service service was changed from demand start to disabled.
Information	21-07-2019 21:56:16	Service Control Manager	7040	None	The start type of the McAfee Firewall Core Service service was changed from demand start to disabled.
Information	21-07-2019 21:56:16	McAfee Service Controller	2	None	The mfevtp MMS Service entered the stopped state.
Information	21-07-2019 21:56:16	McAfee Service Controller	2	None	The mfevtp MMS Service entered the stopped state.
Information	21-07-2019 21:56:16	McAfee Service Controller	2	None	The mfevtp MMS Service entered the stopped state.
Information	21-07-2019 21:56:14	McAfee Service Controller	2	None	The protectedmodulehostservice MMS Service entered the stopped state.
Information	21-07-2019 21:56:13	McAfee Service Controller	2	None	The msk80service MMS Service entered the stopped state.
Information	21-07-2019 21:56:13	McAfee Service Controller	2	None	The mmscom MMS Service entered the stopped state.
Information	21-07-2019 21:56:12	McAfee Service Controller	2	None	The mfefire MMS Service entered the stopped state.
Information	21-07-2019 21:56:12	McAfee Service Controller	2	None	The mfefire MMS Service entered the stopped state.
Information	21-07-2019 21:56:12	McAfee Service Controller	2	None	The mfeavsvc MMS Service entered the stopped state.
Information	21-07-2019 21:56:10	McAfee Service Controller	2	None	The mcproxy MMS Service entered the stopped state.
Information	21-07-2019 21:56:09	McAfee Service Controller	2	None	The mcpltsvc MMS Service entered the stopped state.
Information	21-07-2019 21:56:08	McAfee Service Controller	2	None	The mcbootdelaystartsvc MMS Service entered the stopped state.
Information	21-07-2019 21:56:07	McAfee Service Controller	2	None	The homenetsvc MMS Service entered the stopped state.
Information	21-07-2019 21:56:05	Service Control Manager	7040	None	The start type of the McAfee AP Service service was changed from auto start to disabled.
Information	21-07-2019 21:56:03	McAfee Service Controller	2	None	The mfecore MMS Service entered the stopped state.
Information	21-07-2019 21:56:03	McAfee Service Controller	1	None	The homenetsvc MMS Service entered the running state.
Information	21-07-2019 21:56:02	McAfee Service Controller	1	None	The mcpltsvc MMS Service entered the running state.
Information	21-07-2019 21:56:02	McAfee Service Controller	1	None	The msk80service MMS Service entered the running state.
Information	21-07-2019 21:55:04	Service Control Manager	7040	None	The start type of the Distributed Transaction Coordinator service was changed from auto start to demand start.
Information	21-07-2019 21:54:58	Service Control Manager	7040	None	The start type of the Distributed Transaction Coordinator service was changed from demand start to auto start.
Information	21-07-2019 21:54:27	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	21-07-2019 21:54:19	McAfee Service Controller	1	None	The mfecore MMS Service entered the running state.
Information	21-07-2019 21:54:16	TPM	18	None	This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information	21-07-2019 21:54:16	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
dam"
Error	21-07-2019 21:54:16	Service Control Manager	7000	None	"The RNDBWM service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error	21-07-2019 21:54:16	Service Control Manager	7009	None	A timeout was reached (30000 milliseconds) while waiting for the RNDBWM service to connect.
Information	21-07-2019 21:54:16	McAfee Service Controller	1	None	The mfeavsvc MMS Service entered the running state.
Information	21-07-2019 21:54:14	McAfee Service Controller	1	None	The mcproxy MMS Service entered the running state.
Information	21-07-2019 21:54:12	McAfee Service Controller	1	None	The mmscom MMS Service entered the running state.
Information	21-07-2019 21:54:12	McAfee Service Controller	1	None	The mcbootdelaystartsvc MMS Service entered the running state.
Information	21-07-2019 21:54:12	McAfee Service Controller	1	None	The protectedmodulehostservice MMS Service entered the running state.
Information	21-07-2019 21:54:11	McAfee Service Controller	1	None	The mfefire MMS Service entered the running state.
Information	21-07-2019 21:54:04	McAfee Service Controller	1	None	The mfevtp MMS Service entered the running state.
Information	21-07-2019 21:53:58	SmartByte Network Service	16	(1)	"The description for Event ID 16 from source SmartByte Network Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Service Starting

The message resource is present but the message was not found in the message table
"
Information	21-07-2019 21:53:58	SmartByte Network Service	0	None	"The description for Event ID 0 from source SmartByte Network Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Service started/resumed

The message resource is present but the message was not found in the message table
"
Information	21-07-2019 21:53:49	Service Control Manager	7040	None	The start type of the cphs service was changed from auto start to demand start.
Warning	21-07-2019 21:53:47	Microsoft-Windows-Kernel-Processor-Power	37	(7)	The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 17 seconds since the last report.
Warning	21-07-2019 21:53:47	Microsoft-Windows-Kernel-Processor-Power	37	(7)	The speed of processor 0 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 16 seconds since the last report.
Warning	21-07-2019 21:53:47	Microsoft-Windows-Kernel-Processor-Power	37	(7)	The speed of processor 1 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 16 seconds since the last report.
Warning	21-07-2019 21:53:47	Microsoft-Windows-Kernel-Processor-Power	37	(7)	The speed of processor 2 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 16 seconds since the last report.
Information	21-07-2019 21:53:42	Microsoft-Windows-WLAN-AutoConfig	4000	None	"WLAN AutoConfig service has successfully started.
"
Information	21-07-2019 21:53:26	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2027‎-‎11‎-‎11T21:41:39.000000000Z) has successfully loaded and registered with Filter Manager.
Information	21-07-2019 21:53:26	Microsoft-Windows-FilterManager	6	None	File System Filter 'CldFlt' (10.0, ‎2055‎-‎06‎-‎16T02:37:10.000000000Z) has successfully loaded and registered with Filter Manager.
Information	21-07-2019 21:53:26	Microsoft-Windows-FilterManager	1	None	File System Filter 'CldFlt' (Version 10.0, ‎2055‎-‎06‎-‎16T02:37:10.000000000Z) unloaded successfully.
Information	21-07-2019 21:53:26	Microsoft-Windows-FilterManager	6	None	File System Filter 'CldFlt' (10.0, ‎2055‎-‎06‎-‎16T02:37:10.000000000Z) has successfully loaded and registered with Filter Manager.
Information	21-07-2019 21:53:26	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2024‎-‎04‎-‎14T10:40:21.000000000Z) has successfully loaded and registered with Filter Manager.
Information	21-07-2019 21:53:24	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	21-07-2019 21:53:24	Microsoft-Windows-Dhcp-Client	50103	Service State Event	DHCPv4 client registered for shutdown notification
Information	21-07-2019 21:53:24	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	21-07-2019 21:53:21	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎2004‎-‎12‎-‎04T07:01:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	21-07-2019 21:53:05	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:624) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	21-07-2019 21:52:58	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:624) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	21-07-2019 21:52:58	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:624) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	21-07-2019 21:52:58	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:624) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	21-07-2019 21:52:53	Microsoft-Windows-Directory-Services-SAM	16403	None	"The error ""The specified account already exists.
"" occurred when trying to create the well known account Device Owners. Please contact PSS to recover."
Information	21-07-2019 21:52:52	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information	21-07-2019 21:52:50	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	21-07-2019 21:52:41	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{95c669f6-da48-46c1-8919-85b16e4f7733} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Error	21-07-2019 21:52:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Information	21-07-2019 21:52:40	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	21-07-2019 21:52:40	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{63a575af-8a39-4cd1-b27e-7d51c09f397e} (\Device\HarddiskVolume9) is healthy.  No action is needed.
Information	21-07-2019 21:52:39	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{724896b8-88c6-45f4-9950-4c354cad8cdf} (\Device\HarddiskVolume8) is healthy.  No action is needed.
Information	21-07-2019 21:52:38	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{d64d8e01-5445-42ad-9f34-915eb5fc966f} (\Device\HarddiskVolume7) is healthy.  No action is needed.
Warning	21-07-2019 21:52:37	rt640x64	1	None	Realtek PCIe FE Family Controller is disconnected from network.
Information	21-07-2019 21:52:37	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	21-07-2019 21:52:37	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	21-07-2019 21:52:37	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	21-07-2019 21:52:36	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	21-07-2019 21:52:36	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Information	21-07-2019 21:52:36	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Information	21-07-2019 21:52:36	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Information	21-07-2019 21:52:36	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
